airline,date_of_journey,source,destination,dep_time,arrival_time,duration,total_stops,additional_info,price
Air India,2019-06-06,Kolkata,Banglore,05:50:00,08:55:00,1625,2,No Info,12723
Spicejet,2019-05-03,Banglore,Delhi,05:55:00,08:35:00,160,0,No Info,3625
Jet Airways,2019-05-21,Kolkata,Banglore,14:05:00,04:40:00,875,1,In-flight meal not included,9663
Air India,2019-03-09,Delhi,Cochin,20:00:00,19:15:00,1395,2,No Info,16111
Jet Airways,2019-05-21,Delhi,Cochin,20:00:00,04:25:00,505,2,No Info,16263
Indigo,2019-06-09,Kolkata,Banglore,19:20:00,23:45:00,265,1,No Info,4205
Indigo,2019-06-18,Kolkata,Banglore,15:15:00,17:45:00,150,0,No Info,4804
Multiple Carriers,2019-06-24,Delhi,Cochin,15:05:00,01:30:00,625,2,No Info,15965
Air India,2019-03-06,Mumbai,Hyderabad,19:00:00,09:10:00,850,1,No Info,12308
Spicejet,2019-04-03,Mumbai,Hyderabad,22:45:00,00:15:00,90,0,No Info,1759
Jet Airways,2019-04-01,Kolkata,Banglore,18:55:00,20:45:00,1550,1,In-flight meal not included,7064
Jet Airways,2019-05-06,Delhi,Cochin,09:40:00,12:35:00,1615,2,No Info,15129
Jet Airways,2019-05-12,Banglore,Delhi,17:45:00,20:45:00,180,0,In-flight meal not included,5198
Air Asia,2019-03-24,Kolkata,Banglore,07:35:00,22:55:00,920,1,No Info,6785
Jet Airways,2019-06-03,Delhi,Cochin,19:45:00,12:35:00,1010,1,No Info,14714
Multiple Carriers,2019-03-03,Delhi,Cochin,13:00:00,01:35:00,755,1,No Info,18286
Multiple Carriers,2019-06-03,Delhi,Cochin,08:45:00,21:00:00,735,1,No Info,7740
Air India,2019-03-21,Delhi,Cochin,20:30:00,23:00:00,1590,1,No Info,5704
Jet Airways,2019-06-09,Delhi,Cochin,22:50:00,12:35:00,825,1,In-flight meal not included,10262
Spicejet,2019-05-06,Kolkata,Banglore,11:35:00,18:50:00,435,1,No Info,8479
Multiple Carriers,2019-03-06,Delhi,Cochin,08:25:00,18:50:00,625,1,No Info,15135
Jet Airways,2019-03-21,Delhi,Cochin,18:15:00,18:50:00,1475,1,No Info,12557
Indigo,2019-06-03,Delhi,Cochin,09:15:00,21:00:00,705,1,No Info,6838
Vistara,2019-03-03,Banglore,New Delhi,06:40:00,12:35:00,355,1,No Info,12476
Jet Airways,2019-03-27,Delhi,Cochin,05:25:00,04:25:00,1380,2,In-flight meal not included,9254
Air Asia,2019-03-21,Delhi,Cochin,20:10:00,07:10:00,660,1,No Info,6151
Air India,2019-03-27,Delhi,Cochin,09:45:00,09:25:00,1420,2,No Info,7090
Indigo,2019-06-15,Delhi,Cochin,09:15:00,21:00:00,705,1,No Info,6838
Jet Airways,2019-06-09,Kolkata,Banglore,14:05:00,04:40:00,875,1,No Info,14178
Vistara,2019-04-01,Kolkata,Banglore,07:10:00,22:55:00,945,1,No Info,8295
Indigo,2019-03-06,Mumbai,Hyderabad,06:20:00,07:45:00,85,0,No Info,4784
Spicejet,2019-06-18,Banglore,Delhi,05:55:00,08:35:00,160,0,No Info,3625
Indigo,2019-05-01,Kolkata,Banglore,22:15:00,00:50:00,155,0,No Info,4804
Multiple Carriers,2019-06-15,Delhi,Cochin,10:20:00,19:15:00,535,1,No Info,9526
Spicejet,2019-04-18,Banglore,Delhi,09:30:00,12:20:00,170,0,No check-in baggage included,5515
Multiple Carriers,2019-06-12,Delhi,Cochin,09:45:00,22:30:00,765,1,No Info,9646
Spicejet,2019-05-21,Delhi,Cochin,15:45:00,22:05:00,380,1,No Info,7317
Jet Airways,2019-05-18,Kolkata,Banglore,08:25:00,19:50:00,685,1,In-flight meal not included,10844
Jet Airways,2019-03-18,Banglore,New Delhi,08:55:00,15:55:00,420,2,No Info,16338
Jet Airways,2019-06-01,Delhi,Cochin,21:50:00,04:25:00,395,1,No Info,14714
Jet Airways,2019-05-21,Delhi,Cochin,13:25:00,12:35:00,1390,2,No Info,15129
Indigo,2019-04-24,Delhi,Cochin,02:00:00,07:25:00,325,1,No Info,5636
Indigo,2019-04-03,Kolkata,Banglore,04:40:00,07:15:00,155,0,No Info,4174
Indigo,2019-04-24,Kolkata,Banglore,22:15:00,00:50:00,155,0,No Info,4804
Jet Airways,2019-05-09,Kolkata,Banglore,14:05:00,20:45:00,400,1,No Info,14781
Air Asia,2019-04-03,Kolkata,Banglore,22:50:00,01:20:00,150,0,No Info,3807
Jet Airways,2019-05-09,Kolkata,Banglore,08:25:00,20:45:00,740,1,In-flight meal not included,10844
Goair,2019-04-24,Banglore,Delhi,11:40:00,14:30:00,170,0,No Info,3898
Jet Airways,2019-03-21,Delhi,Cochin,10:45:00,18:50:00,1925,2,In-flight meal not included,7791
Jet Airways,2019-06-09,Delhi,Cochin,07:05:00,19:00:00,715,1,In-flight meal not included,10262
Multiple Carriers,2019-03-21,Delhi,Cochin,07:00:00,13:20:00,380,1,No Info,9042
Indigo,2019-06-03,Delhi,Cochin,14:20:00,22:30:00,490,1,No Info,6938
Indigo,2019-04-15,Banglore,Delhi,10:10:00,13:00:00,170,0,No Info,4423
Jet Airways,2019-05-18,Kolkata,Banglore,14:05:00,12:00:00,1315,1,No Info,14388
Jet Airways,2019-03-12,Banglore,New Delhi,18:55:00,09:30:00,875,1,In-flight meal not included,11087
Jet Airways,2019-04-01,Kolkata,Banglore,09:35:00,19:10:00,575,1,In-flight meal not included,9314
Air India,2019-06-12,Delhi,Cochin,12:55:00,19:15:00,1820,2,No Info,12436
Air India,2019-03-15,Banglore,New Delhi,10:30:00,11:20:00,1490,1,No Info,7013
Jet Airways,2019-04-03,Mumbai,Hyderabad,10:20:00,11:50:00,90,0,In-flight meal not included,3205
Jet Airways,2019-03-27,Delhi,Cochin,19:15:00,04:25:00,550,1,In-flight meal not included,6540
Jet Airways,2019-06-09,Delhi,Cochin,09:00:00,12:35:00,1655,1,In-flight meal not included,10262
Indigo,2019-04-24,Banglore,Delhi,01:30:00,04:15:00,165,0,No Info,3419
Jet Airways,2019-03-09,Banglore,New Delhi,08:55:00,10:45:00,1550,1,In-flight meal not included,11087
Multiple Carriers,2019-03-27,Delhi,Cochin,13:00:00,01:35:00,755,1,No Info,6673
Vistara,2019-03-06,Mumbai,Hyderabad,14:40:00,09:25:00,1125,1,No Info,12395
Jet Airways,2019-03-21,Banglore,New Delhi,20:35:00,07:40:00,665,1,In-flight meal not included,7832
Multiple Carriers,2019-05-21,Delhi,Cochin,12:50:00,01:30:00,760,1,No Info,7485
Air India,2019-03-03,Banglore,New Delhi,13:20:00,16:10:00,170,0,No Info,10216
Air India,2019-06-27,Delhi,Cochin,14:10:00,17:10:00,180,0,No Info,5201
Jet Airways,2019-05-01,Kolkata,Banglore,10:20:00,17:35:00,435,1,In-flight meal not included,5608
Jet Airways,2019-05-27,Mumbai,Hyderabad,02:55:00,04:20:00,85,0,No Info,5678
Jet Airways,2019-03-24,Kolkata,Banglore,16:55:00,18:10:00,1515,1,In-flight meal not included,11134
Vistara,2019-03-06,Mumbai,Hyderabad,07:30:00,09:25:00,1555,1,No Info,12395
Indigo,2019-05-01,Chennai,Kolkata,14:45:00,17:05:00,140,0,No Info,3597
Spicejet,2019-06-21,Banglore,Delhi,09:30:00,12:20:00,170,0,No Info,3625
Jet Airways,2019-04-27,Banglore,Delhi,08:20:00,11:20:00,180,0,No Info,7229
Jet Airways,2019-05-27,Banglore,Delhi,19:50:00,22:50:00,180,0,No Info,7229
Jet Airways,2019-05-24,Mumbai,Hyderabad,19:35:00,21:05:00,90,0,In-flight meal not included,3210
Jet Airways,2019-05-21,Delhi,Cochin,22:50:00,19:00:00,1210,1,In-flight meal not included,12898
Jet Airways,2019-05-06,Kolkata,Banglore,20:00:00,08:15:00,735,1,No Info,14388
Jet Airways,2019-05-18,Kolkata,Banglore,16:30:00,18:15:00,1545,1,In-flight meal not included,10844
Jet Airways,2019-05-18,Delhi,Cochin,19:10:00,19:00:00,1430,2,No Info,16704
Indigo,2019-06-12,Delhi,Cochin,08:50:00,21:00:00,730,1,No Info,6093
Jet Airways,2019-05-24,Kolkata,Banglore,21:10:00,08:15:00,665,1,No Info,14178
Air India,2019-03-03,Delhi,Cochin,05:15:00,06:50:00,1535,1,No Info,12677
Multiple Carriers,2019-05-18,Delhi,Cochin,11:25:00,19:15:00,470,1,No Info,7997
Indigo,2019-04-27,Delhi,Cochin,16:00:00,21:00:00,300,1,No Info,6937
Vistara,2019-06-12,Banglore,Delhi,11:30:00,14:20:00,170,0,No Info,4668
Jet Airways,2019-05-09,Delhi,Cochin,15:00:00,04:25:00,805,1,In-flight meal not included,12373
Jet Airways,2019-06-06,Kolkata,Banglore,18:55:00,20:45:00,1550,1,In-flight meal not included,10844
Jet Airways,2019-06-18,Mumbai,Hyderabad,07:05:00,08:30:00,85,0,In-flight meal not included,4995
Air India,2019-06-15,Delhi,Cochin,20:00:00,19:15:00,1395,2,No Info,11071
Indigo,2019-03-01,Mumbai,Hyderabad,06:20:00,07:45:00,85,0,No Info,17501
Multiple Carriers,2019-03-03,Delhi,Cochin,07:00:00,21:00:00,840,1,No Info,15603
Indigo,2019-06-12,Kolkata,Banglore,18:05:00,23:30:00,325,1,No Info,6218
Jet Airways,2019-06-06,Kolkata,Banglore,17:00:00,18:00:00,1500,1,In-flight meal not included,10539
Jet Airways,2019-04-01,Kolkata,Banglore,18:55:00,18:15:00,1400,1,In-flight meal not included,7064
Multiple Carriers,2019-03-21,Delhi,Cochin,08:00:00,18:50:00,650,1,No Info,11667
Jet Airways,2019-06-27,Delhi,Cochin,09:00:00,12:35:00,1655,1,In-flight meal not included,10262
Air India,2019-05-24,Mumbai,Hyderabad,06:20:00,07:40:00,80,0,No Info,3100
Multiple Carriers,2019-03-27,Delhi,Cochin,09:45:00,21:20:00,695,2,No Info,6653
Jet Airways,2019-06-01,Delhi,Cochin,19:45:00,12:35:00,1010,1,In-flight meal not included,10262
Spicejet,2019-03-18,Chennai,Kolkata,09:30:00,12:05:00,155,0,No Info,3859
Jet Airways,2019-06-27,Delhi,Cochin,14:00:00,12:35:00,1355,1,In-flight meal not included,10262
Jet Airways,2019-05-09,Kolkata,Banglore,09:35:00,22:05:00,750,1,No Info,14151
Jet Airways,2019-06-21,Mumbai,Hyderabad,07:05:00,08:30:00,85,0,In-flight meal not included,4995
Vistara,2019-04-06,Banglore,Delhi,17:00:00,19:35:00,155,0,No Info,5613
Air India,2019-06-12,Delhi,Cochin,20:30:00,23:00:00,1590,1,No Info,8907
Indigo,2019-03-09,Banglore,New Delhi,01:30:00,04:15:00,165,0,No Info,6860
Jet Airways,2019-03-01,Banglore,New Delhi,07:00:00,18:25:00,685,1,No Info,26890
Jet Airways,2019-03-01,Banglore,New Delhi,14:05:00,21:20:00,435,1,No Info,36235
Spicejet,2019-06-09,Mumbai,Hyderabad,13:15:00,14:45:00,90,0,No Info,2227
Vistara,2019-04-01,Kolkata,Banglore,07:10:00,10:45:00,1655,1,No Info,8505
Jet Airways,2019-05-09,Delhi,Cochin,17:30:00,19:00:00,1530,1,In-flight meal not included,12373
Vistara,2019-03-12,Mumbai,Hyderabad,08:45:00,16:45:00,480,1,No Info,12080
Multiple Carriers,2019-06-01,Delhi,Cochin,12:50:00,01:30:00,760,1,No Info,6795
Indigo,2019-03-03,Banglore,New Delhi,06:00:00,08:45:00,165,0,No Info,6144
Air India,2019-05-15,Delhi,Cochin,17:15:00,07:40:00,865,2,No Info,13039
Jet Airways,2019-05-01,Kolkata,Banglore,18:55:00,08:15:00,800,1,In-flight meal not included,8586
Spicejet,2019-03-24,Kolkata,Banglore,15:55:00,21:15:00,320,1,No Info,10654
Jet Airways,2019-06-24,Delhi,Cochin,11:30:00,19:00:00,450,1,No Info,14714
Indigo,2019-06-06,Kolkata,Banglore,21:00:00,02:15:00,315,1,No Info,6711
Air India,2019-03-03,Delhi,Cochin,12:30:00,09:25:00,1255,1,No Info,16142
Indigo,2019-05-21,Kolkata,Banglore,19:20:00,23:45:00,265,1,No Info,3574
Multiple Carriers,2019-05-21,Delhi,Cochin,17:15:00,00:55:00,460,1,No Info,7858
Jet Airways,2019-05-18,Kolkata,Banglore,08:25:00,16:20:00,475,1,No Info,14781
Multiple Carriers,2019-06-27,Delhi,Cochin,13:00:00,01:30:00,750,1,No Info,13377
Indigo,2019-06-18,Chennai,Kolkata,07:55:00,10:15:00,140,0,No Info,3850
Indigo,2019-05-18,Banglore,Delhi,23:30:00,02:20:00,170,0,No Info,4591
Spicejet,2019-06-09,Delhi,Cochin,15:45:00,22:05:00,380,1,No Info,6297
Jet Airways,2019-06-12,Kolkata,Banglore,18:55:00,23:35:00,1720,1,In-flight meal not included,8529
Jet Airways,2019-03-09,Delhi,Cochin,08:20:00,04:25:00,1205,2,No Info,18909
Jet Airways,2019-06-06,Kolkata,Banglore,06:30:00,20:50:00,860,2,In-flight meal not included,10118
Jet Airways,2019-05-21,Banglore,Delhi,19:50:00,22:50:00,180,0,In-flight meal not included,4030
Jet Airways,2019-06-06,Delhi,Cochin,09:40:00,04:25:00,1125,2,No Info,13014
Jet Airways,2019-05-01,Kolkata,Banglore,08:25:00,04:40:00,1215,1,No Info,13941
Air India,2019-05-27,Delhi,Cochin,18:05:00,21:10:00,185,0,No Info,6094
Indigo,2019-05-18,Kolkata,Banglore,21:25:00,00:05:00,160,0,No Info,4804
Spicejet,2019-06-09,Banglore,Delhi,05:55:00,08:35:00,160,0,No Info,3625
Air India,2019-05-24,Kolkata,Banglore,16:50:00,07:55:00,905,1,No Info,8576
Air India,2019-03-27,Delhi,Cochin,05:55:00,19:15:00,2240,2,No Info,8446
Jet Airways,2019-03-01,Banglore,New Delhi,07:00:00,13:15:00,375,1,No Info,26890
Jet Airways,2019-04-01,Kolkata,Banglore,16:30:00,20:45:00,1695,1,In-flight meal not included,7064
Indigo,2019-06-18,Banglore,Delhi,04:00:00,06:50:00,170,0,No Info,3943
Indigo,2019-04-01,Delhi,Cochin,02:00:00,07:25:00,325,1,No Info,5164
Vistara,2019-05-01,Kolkata,Banglore,07:10:00,22:40:00,930,1,No Info,8452
Jet Airways,2019-05-15,Kolkata,Banglore,06:30:00,23:35:00,1025,1,In-flight meal not included,8586
Jet Airways,2019-06-21,Mumbai,Hyderabad,07:05:00,08:30:00,85,0,No Info,8040
Indigo,2019-05-09,Delhi,Cochin,15:00:00,01:30:00,630,1,No Info,8330
Jet Airways,2019-05-18,Delhi,Cochin,11:40:00,19:00:00,440,2,In-flight meal not included,19644
Vistara,2019-05-06,Kolkata,Banglore,07:10:00,22:40:00,930,1,No Info,8452
Vistara,2019-06-06,Kolkata,Banglore,20:20:00,23:25:00,1625,1,No Info,9345
Air India,2019-06-24,Banglore,Delhi,13:20:00,16:10:00,170,0,No Info,6961
Air India,2019-06-03,Delhi,Cochin,16:40:00,19:15:00,1595,2,No Info,9968
Multiple Carriers,2019-06-01,Delhi,Cochin,07:05:00,16:10:00,545,1,No Info,9646
Jet Airways,2019-05-27,Delhi,Cochin,19:30:00,12:35:00,1025,2,No Info,15129
Jet Airways,2019-06-27,Delhi,Cochin,05:30:00,19:00:00,810,2,In-flight meal not included,10368
Jet Airways,2019-05-01,Kolkata,Banglore,08:25:00,19:50:00,685,1,No Info,14781
Spicejet,2019-05-03,Kolkata,Banglore,17:10:00,19:40:00,150,0,No check-in baggage included,3841
Indigo,2019-04-03,Delhi,Cochin,05:35:00,08:50:00,195,0,No Info,4729
Air India,2019-04-01,Kolkata,Banglore,07:00:00,10:00:00,1620,2,No Info,9836
Indigo,2019-03-15,Chennai,Kolkata,22:05:00,00:30:00,145,0,No Info,6297
Indigo,2019-06-24,Mumbai,Hyderabad,01:40:00,03:10:00,90,0,No Info,2754
Jet Airways,2019-03-01,Banglore,New Delhi,11:40:00,11:25:00,1425,1,No Info,25735
Multiple Carriers,2019-03-03,Delhi,Cochin,07:10:00,16:10:00,540,1,In-flight meal not included,8552
Spicejet,2019-04-24,Banglore,Delhi,09:30:00,12:20:00,170,0,No Info,3971
Jet Airways,2019-03-18,Banglore,New Delhi,11:40:00,07:40:00,1200,1,No Info,12284
Indigo,2019-03-09,Delhi,Cochin,06:40:00,21:00:00,860,1,No Info,12351
Indigo,2019-03-06,Kolkata,Banglore,14:20:00,16:55:00,155,0,No Info,5618
Multiple Carriers,2019-05-27,Delhi,Cochin,07:30:00,19:15:00,705,1,No Info,8837
Air India,2019-05-06,Kolkata,Banglore,14:15:00,16:45:00,150,0,No Info,5510
Indigo,2019-03-21,Mumbai,Hyderabad,06:20:00,07:45:00,85,0,No Info,4049
Jet Airways,2019-05-27,Delhi,Cochin,19:15:00,19:00:00,1425,1,No Info,16079
Vistara,2019-05-09,Kolkata,Banglore,17:00:00,10:45:00,1065,1,No Info,8452
Vistara,2019-06-06,Kolkata,Banglore,17:00:00,09:05:00,965,1,No Info,8452
Jet Airways,2019-06-01,Delhi,Cochin,19:30:00,12:35:00,1025,2,In-flight meal not included,10368
Jet Airways,2019-06-12,Delhi,Cochin,19:45:00,19:00:00,1395,1,In-flight meal not included,10262
Indigo,2019-04-09,Banglore,Delhi,20:00:00,22:50:00,170,0,No Info,4823
Jet Airways,2019-05-09,Delhi,Cochin,20:00:00,04:25:00,505,2,In-flight meal not included,15318
Indigo,2019-06-21,Chennai,Kolkata,13:15:00,15:35:00,140,0,No Info,3597
Indigo,2019-04-24,Kolkata,Banglore,14:25:00,16:55:00,150,0,No Info,4804
Multiple Carriers,2019-03-09,Delhi,Cochin,17:50:00,01:35:00,465,2,No Info,23583
Indigo,2019-06-18,Mumbai,Hyderabad,21:20:00,22:50:00,90,0,No Info,2227
Jet Airways,2019-06-12,Delhi,Cochin,22:50:00,19:00:00,1210,1,In-flight meal not included,10262
Indigo,2019-06-06,Delhi,Cochin,05:05:00,12:10:00,425,1,No Info,6818
Jet Airways,2019-03-01,Banglore,New Delhi,16:55:00,07:40:00,885,1,1 Long layover,26890
Jet Airways,2019-03-21,Delhi,Cochin,19:10:00,18:50:00,1420,2,No Info,10929
Air India,2019-06-01,Delhi,Cochin,12:00:00,19:15:00,435,2,No Info,10336
Air India,2019-05-27,Delhi,Cochin,10:55:00,19:15:00,500,2,No Info,13223
Indigo,2019-05-27,Kolkata,Banglore,11:30:00,14:05:00,155,0,No Info,5224
Indigo,2019-04-15,Banglore,Delhi,18:55:00,21:50:00,175,0,No Info,4823
Indigo,2019-03-09,Delhi,Cochin,11:55:00,21:20:00,565,2,No Info,8378
Indigo,2019-03-24,Kolkata,Banglore,10:10:00,12:55:00,165,0,No Info,6565
Jet Airways,2019-05-09,Kolkata,Banglore,20:00:00,04:40:00,520,1,In-flight meal not included,8586
Air India,2019-05-09,Kolkata,Banglore,09:25:00,18:30:00,545,1,No Info,8891
Air India,2019-06-15,Delhi,Cochin,05:00:00,07:40:00,1600,2,No Info,10231
Indigo,2019-06-09,Delhi,Cochin,10:35:00,01:30:00,895,1,No Info,6104
Jet Airways,2019-06-06,Kolkata,Banglore,17:00:00,09:45:00,1005,1,In-flight meal not included,10539
Jet Airways,2019-06-09,Delhi,Cochin,21:50:00,19:00:00,1270,1,In-flight meal not included,10262
Spicejet,2019-06-15,Kolkata,Banglore,09:00:00,11:25:00,145,0,No check-in baggage included,3841
Indigo,2019-06-21,Kolkata,Banglore,15:15:00,17:45:00,150,0,No Info,4804
Air India,2019-03-27,Delhi,Cochin,17:40:00,08:15:00,875,1,No Info,5998
Jet Airways,2019-04-15,Delhi,Cochin,14:00:00,19:00:00,300,1,In-flight meal not included,6542
Air India,2019-06-15,Delhi,Cochin,13:20:00,07:40:00,1100,2,No Info,12121
Air Asia,2019-05-15,Kolkata,Banglore,07:35:00,19:25:00,710,1,No Info,5192
Jet Airways,2019-06-03,Banglore,Delhi,17:45:00,20:45:00,180,0,No Info,8016
Multiple Carriers,2019-06-27,Delhi,Cochin,07:10:00,22:30:00,920,1,In-flight meal not included,6093
Jet Airways,2019-03-24,Kolkata,Banglore,13:55:00,20:40:00,405,1,In-flight meal not included,11134
Jet Airways,2019-06-06,Delhi,Cochin,21:50:00,19:00:00,1270,1,No Info,14714
Spicejet,2019-05-06,Mumbai,Hyderabad,22:45:00,00:15:00,90,0,No check-in baggage included,2175
Multiple Carriers,2019-06-27,Delhi,Cochin,07:30:00,19:00:00,690,1,No Info,11789
Multiple Carriers,2019-06-12,Delhi,Cochin,17:45:00,01:30:00,465,1,No Info,6795
Vistara,2019-05-06,Banglore,Delhi,21:00:00,23:50:00,170,0,No Info,4668
Jet Airways,2019-06-12,Delhi,Cochin,02:15:00,19:00:00,1005,1,No Info,14714
Indigo,2019-03-09,Kolkata,Banglore,17:15:00,19:55:00,160,0,No Info,4778
Jet Airways,2019-05-06,Kolkata,Banglore,06:30:00,20:45:00,855,1,In-flight meal not included,9663
Multiple Carriers,2019-03-06,Delhi,Cochin,07:00:00,21:00:00,840,1,No Info,15603
Air India,2019-05-06,Kolkata,Banglore,09:10:00,04:40:00,1170,2,No Info,6117
Air India,2019-03-27,Delhi,Cochin,13:05:00,07:40:00,1115,2,No Info,8875
Jet Airways,2019-03-18,Banglore,New Delhi,07:00:00,12:25:00,325,1,No Info,12284
Goair,2019-06-12,Delhi,Cochin,10:35:00,19:35:00,540,1,No Info,4959
Jet Airways,2019-06-09,Kolkata,Banglore,06:30:00,04:40:00,1330,1,In-flight meal not included,9663
Jet Airways,2019-05-12,Banglore,Delhi,17:45:00,20:45:00,180,0,No Info,7229
Multiple Carriers,2019-05-27,Delhi,Cochin,11:25:00,19:00:00,455,1,No Info,9103
Air India,2019-06-12,Delhi,Cochin,10:00:00,19:15:00,555,1,No Info,8372
Jet Airways,2019-05-12,Kolkata,Banglore,06:30:00,08:15:00,1545,1,In-flight meal not included,8586
Air Asia,2019-06-06,Kolkata,Banglore,15:10:00,23:30:00,500,2,No Info,6810
Jet Airways,2019-05-21,Kolkata,Banglore,18:55:00,19:50:00,1495,1,In-flight meal not included,10844
Spicejet,2019-06-06,Mumbai,Hyderabad,13:15:00,14:45:00,90,0,No check-in baggage included,1965
Indigo,2019-05-15,Delhi,Cochin,18:35:00,01:30:00,415,1,No Info,7191
Jet Airways,2019-05-18,Delhi,Cochin,20:55:00,19:00:00,1325,1,No Info,15554
Indigo,2019-03-18,Banglore,New Delhi,16:55:00,21:50:00,295,1,No Info,4049
Vistara,2019-05-24,Kolkata,Banglore,20:20:00,20:20:00,1440,1,No Info,9345
Vistara,2019-05-24,Banglore,Delhi,07:00:00,09:40:00,160,0,No Info,4668
Jet Airways,2019-05-06,Kolkata,Banglore,14:05:00,20:45:00,400,1,In-flight meal not included,9663
Multiple Carriers,2019-03-06,Delhi,Cochin,10:20:00,18:50:00,510,1,No Info,15411
Jet Airways,2019-05-24,Mumbai,Hyderabad,02:55:00,04:20:00,85,0,No Info,5678
Vistara,2019-05-15,Kolkata,Banglore,17:00:00,10:45:00,1065,1,No Info,8452
Air India,2019-03-27,Delhi,Cochin,07:00:00,19:15:00,735,1,No Info,6377
Air India,2019-03-01,Banglore,New Delhi,08:50:00,23:25:00,875,2,1 Short layover,26743
Air India,2019-05-21,Delhi,Cochin,09:00:00,19:15:00,615,1,No Info,8372
Jet Airways,2019-05-21,Kolkata,Banglore,14:05:00,23:35:00,570,1,No Info,14781
Jet Airways,2019-05-06,Kolkata,Banglore,06:30:00,08:15:00,1545,1,In-flight meal not included,8586
Indigo,2019-03-21,Delhi,Cochin,14:20:00,22:20:00,480,1,No Info,6528
Jet Airways,2019-03-21,Banglore,New Delhi,22:50:00,10:25:00,695,1,In-flight meal not included,7832
Multiple Carriers,2019-05-21,Delhi,Cochin,10:20:00,21:00:00,640,1,No Info,7485
Multiple Carriers,2019-05-15,Delhi,Cochin,15:15:00,01:30:00,615,1,No Info,7670
Air India,2019-03-27,Delhi,Cochin,20:30:00,23:00:00,1590,1,No Info,5022
Multiple Carriers,2019-04-24,Delhi,Cochin,07:10:00,16:10:00,540,1,In-flight meal not included,6093
Indigo,2019-05-15,Delhi,Cochin,08:35:00,16:10:00,455,1,No Info,6442
Air India,2019-05-18,Kolkata,Banglore,09:25:00,01:20:00,955,2,No Info,11668
Spicejet,2019-06-09,Chennai,Kolkata,08:20:00,10:35:00,135,0,No check-in baggage included,3543
Indigo,2019-03-27,Delhi,Cochin,02:35:00,08:30:00,355,1,No Info,7731
Jet Airways,2019-05-01,Kolkata,Banglore,17:00:00,14:25:00,1285,1,No Info,11467
Air India,2019-03-21,Delhi,Cochin,17:45:00,23:00:00,315,1,No Info,5704
Jet Airways,2019-06-12,Kolkata,Banglore,06:30:00,10:05:00,1655,1,In-flight meal not included,8529
Jet Airways,2019-06-27,Delhi,Cochin,23:05:00,12:35:00,810,2,No Info,12819
Jet Airways,2019-06-12,Kolkata,Banglore,20:00:00,08:15:00,735,1,No Info,13044
Multiple Carriers,2019-06-27,Delhi,Cochin,13:00:00,21:00:00,480,1,No Info,7408
Goair,2019-06-03,Banglore,Delhi,11:40:00,14:30:00,170,0,No Info,3898
Jet Airways,2019-06-06,Delhi,Cochin,09:40:00,04:25:00,1125,2,In-flight meal not included,10368
Vistara,2019-03-18,Banglore,New Delhi,16:00:00,18:35:00,155,0,No Info,11913
Indigo,2019-05-06,Banglore,Delhi,13:00:00,15:50:00,170,0,No Info,3943
Indigo,2019-05-01,Banglore,Delhi,10:10:00,13:00:00,170,0,No Info,3943
Jet Airways,2019-04-15,Banglore,Delhi,15:15:00,18:10:00,175,0,In-flight meal not included,4544
Indigo,2019-05-15,Delhi,Cochin,05:05:00,16:10:00,665,1,No Info,6818
Goair,2019-04-01,Delhi,Cochin,10:35:00,19:35:00,540,1,No Info,5281
Spicejet,2019-03-27,Kolkata,Banglore,06:55:00,09:35:00,160,0,No Info,3847
Jet Airways,2019-05-27,Delhi,Cochin,17:30:00,19:00:00,1530,1,In-flight meal not included,12898
Jet Airways,2019-05-09,Banglore,Delhi,18:55:00,22:00:00,185,0,In-flight meal not included,3702
Indigo,2019-06-24,Delhi,Cochin,07:35:00,12:10:00,275,1,No Info,5054
Indigo,2019-05-09,Chennai,Kolkata,05:15:00,07:40:00,145,0,No Info,3540
Indigo,2019-06-12,Banglore,Delhi,08:30:00,11:20:00,170,0,No Info,4823
Jet Airways,2019-06-12,Kolkata,Banglore,16:30:00,23:35:00,425,1,In-flight meal not included,9899
Multiple Carriers,2019-03-27,Delhi,Cochin,08:00:00,21:00:00,780,1,No Info,6883
Vistara,2019-06-27,Banglore,Delhi,19:30:00,22:15:00,165,0,No Info,5088
Air India,2019-03-21,Delhi,Cochin,06:50:00,19:15:00,2185,2,No Info,10756
Multiple Carriers,2019-03-21,Delhi,Cochin,18:15:00,01:35:00,440,1,No Info,13542
